Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Subflow Fwd Packets,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Prediction
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,947,947,947,1,947,947,1,1,1,1,947,947,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,901,901,901,1,901,901,1,1,1,1,901,901,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
45488,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,881,881,881,1,881,881,1,1,1,1,881,881,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,975,975,975,1,975,975,1,1,1,1,975,975,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55660,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45480,0,1,1,296,296,296,1,296,296,1,1,1,1,296,296,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55660,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
55660,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45480,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45480,0,1,1,914,914,914,1,914,914,1,1,1,1,914,914,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45480,0,1,1,1053,1053,1053,1,1053,1053,1,1,1,1,1053,1053,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45480,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
45494,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45494,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45494,0,1,1,986,986,986,1,986,986,1,1,1,1,986,986,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45494,0,1,1,984,984,984,1,984,984,1,1,1,1,984,984,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45494,0,1,1,919,919,919,1,919,919,1,1,1,1,919,919,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45494,0,1,1,915,915,915,1,915,915,1,1,1,1,915,915,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
42876,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,173,173,173,1,173,173,1,1,1,1,173,173,0,0,1,0,0.0
42876,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
42876,0,1,1,4162,4162,4162,1,4162,4162,1,1,1,1,4162,4162,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
42876,0,1,1,6634,6634,6634,1,6634,6634,1,1,1,1,6634,6634,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
6000,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,184,184,184,1,184,184,1,1,1,1,184,184,0,0,1,0,0.0
42876,0,1,1,73,73,73,1,73,73,1,1,1,1,73,73,0,0,1,0,0.0
6000,0,1,1,54,54,54,1,54,54,1,1,1,1,54,54,0,0,1,0,0.0
45494,0,1,1,371,371,371,1,371,371,1,1,1,1,371,371,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45494,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45494,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,1377,1377,1377,1,1377,1377,1,1,1,1,1377,1377,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,1377,1377,1377,1,1377,1377,1,1,1,1,1377,1377,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,892,892,892,1,892,892,1,1,1,1,892,892,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,1012,1012,1012,1,1012,1012,1,1,1,1,1012,1012,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,689,689,689,1,689,689,1,1,1,1,689,689,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,1054,1054,1054,1,1054,1054,1,1,1,1,1054,1054,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,888,888,888,1,888,888,1,1,1,1,888,888,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
33190,0,1,1,74,74,74,1,74,74,1,1,1,1,74,74,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33190,0,1,1,954,954,954,1,954,954,1,1,1,1,954,954,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,954,954,954,1,954,954,1,1,1,1,954,954,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,918,918,918,1,918,918,1,1,1,1,918,918,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,953,953,953,1,953,953,1,1,1,1,953,953,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,880,880,880,1,880,880,1,1,1,1,880,880,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,885,885,885,1,885,885,1,1,1,1,885,885,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,885,885,885,1,885,885,1,1,1,1,885,885,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,888,888,888,1,888,888,1,1,1,1,888,888,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,849,849,849,1,849,849,1,1,1,1,849,849,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,921,921,921,1,921,921,1,1,1,1,921,921,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,891,891,891,1,891,891,1,1,1,1,891,891,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
33190,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33190,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,881,881,881,1,881,881,1,1,1,1,881,881,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,927,927,927,1,927,927,1,1,1,1,927,927,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,923,923,923,1,923,923,1,1,1,1,923,923,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,880,880,880,1,880,880,1,1,1,1,880,880,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,886,886,886,1,886,886,1,1,1,1,886,886,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,882,882,882,1,882,882,1,1,1,1,882,882,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,888,888,888,1,888,888,1,1,1,1,888,888,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,882,882,882,1,882,882,1,1,1,1,882,882,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,790,790,790,1,790,790,1,1,1,1,790,790,0,0,1,0,0.0
8080,0,1,1,69,69,69,1,69,69,1,1,1,1,69,69,0,0,1,0,0.0
33190,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33190,0,1,1,351,351,351,1,351,351,1,1,1,1,351,351,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,933,933,933,1,933,933,1,1,1,1,933,933,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,902,902,902,1,902,902,1,1,1,1,902,902,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,884,884,884,1,884,884,1,1,1,1,884,884,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,919,919,919,1,919,919,1,1,1,1,919,919,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,883,883,883,1,883,883,1,1,1,1,883,883,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,890,890,890,1,890,890,1,1,1,1,890,890,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,1271,1271,1271,1,1271,1271,1,1,1,1,1271,1271,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,1271,1271,1271,1,1271,1271,1,1,1,1,1271,1271,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
41156,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,923,923,923,1,923,923,1,1,1,1,923,923,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,935,935,935,1,935,935,1,1,1,1,935,935,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,900,900,900,1,900,900,1,1,1,1,900,900,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,903,903,903,1,903,903,1,1,1,1,903,903,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,1239,1239,1239,1,1239,1239,1,1,1,1,1239,1239,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33190,0,1,1,1239,1239,1239,1,1239,1239,1,1,1,1,1239,1239,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,869,869,869,1,869,869,1,1,1,1,869,869,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,940,940,940,1,940,940,1,1,1,1,940,940,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,1292,1292,1292,1,1292,1292,1,1,1,1,1292,1292,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,1292,1292,1292,1,1292,1292,1,1,1,1,1292,1292,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,953,953,953,1,953,953,1,1,1,1,953,953,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
33190,0,1,1,1128,1128,1128,1,1128,1128,1,1,1,1,1128,1128,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
45488,0,1,1,913,913,913,1,913,913,1,1,1,1,913,913,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,1043,1043,1043,1,1043,1043,1,1,1,1,1043,1043,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
45488,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
8080,0,1,1,687,687,687,1,687,687,1,1,1,1,687,687,0,0,1,0,0.0
33190,0,1,1,916,916,916,1,916,916,1,1,1,1,916,916,0,0,1,0,0.0
8080,0,1,1,66,66,66,1,66,66,1,1,1,1,66,66,0,0,1,0,0.0
